intent,question,answer,label,clean_question,tokens
Troubleshooting Pendaftaran Rawat Jalan,Sistem lambat saat memilih dokter,"Kurangi filter kompleks, refresh halaman, pastikan kuota dokter tersedia.",Pendaftaran Rawat Jalan,sistem lambat saat memilih dokter,"['sistem', 'lambat', 'memilih', 'dokter']"
Troubleshooting Pendaftaran Rawat Jalan,Data pasien ganda muncul,"Periksa NIK pasien, hapus duplikat, refresh daftar pasien.",Pendaftaran Rawat Jalan,data pasien ganda muncul,"['data', 'pasien', 'ganda', 'muncul']"
Troubleshooting Pendaftaran Rawat Jalan,Layanan paket tidak muncul,"Pastikan opsi Layanan Paket dipilih Ya, refresh halaman.",Pendaftaran Rawat Jalan,layanan paket tidak muncul,"['layanan', 'paket', 'muncul']"
Troubleshooting Pendaftaran Rawat Jalan,Form diagnosa awal tetap kosong,"Field diagnosa awal wajib diisi, klik Simpan.",Pendaftaran Rawat Jalan,form diagnosa awal tetap kosong,"['form', 'diagnosa', 'kosong']"
Troubleshooting Pendaftaran Rawat Jalan,Data pembayaran tidak muncul,"Pilih jenis pasien dan metode pembayaran, refresh halaman jika perlu.",Pendaftaran Rawat Jalan,data pembayaran tidak muncul,"['data', 'pembayaran', 'muncul']"
Troubleshooting Pendaftaran Rawat Jalan,Tombol update DPJP tidak bekerja,"Pastikan dokter DPJP dipilih, jadwal tersedia, refresh halaman.",Pendaftaran Rawat Jalan,tombol update dpjp tidak bekerja,"['tombol', 'update', 'dpjp']"
Troubleshooting Pendaftaran Rawat Jalan,Data pasien Prolanis tidak tampil,"Pastikan pasien sudah terdaftar Prolanis, pilih layanan, klik Refresh.",Pendaftaran Rawat Jalan,data pasien prolanis tidak tampil,"['data', 'pasien', 'prolanis', 'tampil']"
Troubleshooting Pendaftaran Rawat Jalan,Sistem menolak NIK,"Pastikan NIK 16 digit, tanpa spasi atau karakter lain.",Pendaftaran Rawat Jalan,sistem menolak nik,"['sistem', 'menolak', 'nik']"
Troubleshooting Pendaftaran Rawat Jalan,Tombol daftar pasien tidak aktif,"Pastikan semua field wajib telah diisi, refresh halaman bila perlu.",Pendaftaran Rawat Jalan,tombol daftar pasien tidak aktif,"['tombol', 'daftar', 'pasien', 'aktif']"
Troubleshooting Pendaftaran Rawat Jalan,Catatan khusus pasien tidak tersimpan,"Klik Update/Save setelah mengisi catatan, refresh halaman bila perlu.",Pendaftaran Rawat Jalan,catatan khusus pasien tidak tersimpan,"['catatan', 'khusus', 'pasien', 'tersimpan']"
Troubleshooting Pendaftaran Rawat Jalan,Error saat input pendidikan atau pekerjaan,"Gunakan format teks standar, klik Simpan.",Pendaftaran Rawat Jalan,error saat input pendidikan atau pekerjaan,"['error', 'input', 'pendidikan', 'pekerjaan']"
Troubleshooting Pendaftaran Rawat Jalan,Sistem lambat saat pilih dokter,"Kurangi filter kompleks, refresh halaman, pastikan kuota dokter tersedia.",Pendaftaran Rawat Jalan,sistem lambat saat pilih dokter,"['sistem', 'lambat', 'pilih', 'dokter']"
Troubleshooting Pendaftaran Rawat Jalan,Tidak bisa hapus data pasien,"Pastikan pasien belum diproses lebih lanjut, hubungi admin IT bila perlu.",Pendaftaran Rawat Jalan,tidak bisa hapus data pasien,"['hapus', 'data', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apa fungsi halaman Pendaftaran Rawat Darurat?,Halaman Pendaftaran Rawat Darurat digunakan untuk mengelola data pasien sejak pendaftaran awal hingga penerbitan bukti registrasi.,Pendaftaran Rawat Darurat,apa fungsi halaman pendaftaran rawat darurat,"['fungsi', 'halaman', 'pendaftaran', 'rawat', 'darurat']"
Pendaftaran Rawat Darurat Umum,Halaman ini untuk apa saja?,"Untuk pendaftaran pasien baru, pengelolaan antrian, pemilihan dokter, dan penerbitan bukti registrasi.",Pendaftaran Rawat Darurat,halaman ini untuk apa saja,['halaman']
Pendaftaran Rawat Darurat Umum,Bagaimana cara mendaftar pasien baru?,"Isi formulir pasien baru, pilih jenis layanan, masukkan data dokter, metode pembayaran, lalu klik Daftarkan.",Pendaftaran Rawat Darurat,bagaimana cara mendaftar pasien baru,"['mendaftar', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apa saja field wajib di formulir pasien baru?,"Nama, Nomor ID (NIK), Tanggal Lahir/Umur, Jenis Kelamin, Golongan Darah, Nomor HP.",Pendaftaran Rawat Darurat,apa saja field wajib di formulir pasien baru,"['field', 'wajib', 'formulir', 'pasien']"
Pendaftaran Rawat Darurat Umum,Field opsional apa saja?,"Email, tempat lahir, agama, pendidikan, pekerjaan, status pernikahan, dan unggah foto pasien.",Pendaftaran Rawat Darurat,field opsional apa saja,"['field', 'opsional']"
Pendaftaran Rawat Darurat Umum,Apa itu layanan PRB?,PRB (Program Rujuk Balik) adalah layanan BPJS untuk pasien penyakit kronis stabil agar obat bisa diambil di faskes tingkat pertama.,Pendaftaran Rawat Darurat,apa itu layanan prb,"['layanan', 'prb']"
Pendaftaran Rawat Darurat Umum,Apa itu layanan Prolanis?,Prolanis adalah program promotif-preventif BPJS untuk meningkatkan kualitas hidup pasien dengan penyakit kronis.,Pendaftaran Rawat Darurat,apa itu layanan prolanis,"['layanan', 'prolanis']"
Pendaftaran Rawat Darurat Umum,Apa itu layanan PRB-Prolanis?,"Pasien yang terdaftar dalam kedua program sekaligus, PRB dan Prolanis.",Pendaftaran Rawat Darurat,apa itu layanan prb prolanis,"['layanan', 'prb', 'prolanis']"
Pendaftaran Rawat Darurat Umum,Apa itu layanan Non-Kronis?,Pasien umum tanpa riwayat penyakit kronis.,Pendaftaran Rawat Darurat,apa itu layanan non kronis,"['layanan', 'non', 'kronis']"
Pendaftaran Rawat Darurat Umum,Apakah unggah foto wajib?,"Tidak, foto pasien bersifat opsional dengan ukuran maksimal 1 MB.",Pendaftaran Rawat Darurat,apakah unggah foto wajib,"['unggah', 'foto', 'wajib']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara isi alamat pasien?,"Lengkapi alamat lengkap, negara, provinsi, kota, kecamatan, kelurahan, RT/RW, kode pos. Bisa pakai opsi sama dengan wali.",Pendaftaran Rawat Darurat,bagaimana cara isi alamat pasien,"['isi', 'alamat', 'pasien']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara menambahkan data wali pasien?,"Klik Tambah Wali, pilih hubungan, isi nama dan nomor kontak, klik Update.",Pendaftaran Rawat Darurat,bagaimana cara menambahkan data wali pasien,"['data', 'wali', 'pasien']"
Pendaftaran Rawat Darurat Umum,Bisa menambahkan lebih dari satu wali?,"Ya, sistem memungkinkan menambahkan beberapa wali dan menandai aktif/tidak aktif.",Pendaftaran Rawat Darurat,bisa menambahkan lebih dari satu wali,['wali']
Pendaftaran Rawat Darurat Umum,Apa itu kolom Catatan Khusus?,Untuk mencatat kondisi atau informasi tambahan mengenai pasien.,Pendaftaran Rawat Darurat,apa itu kolom catatan khusus,"['kolom', 'catatan', 'khusus']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara isi Form Pendaftaran Rawat Darurat?,"Sistem menampilkan form dengan tanggal dan jam otomatis, profil pasien, lalu isi cara masuk, diagnosa awal, dokter, metode pembayaran.",Pendaftaran Rawat Darurat,bagaimana cara isi form pendaftaran rawat darurat,"['isi', 'form', 'pendaftaran', 'rawat', 'darurat']"
Pendaftaran Rawat Darurat Umum,Apa saja pilihan cara masuk pasien?,"Datang sendiri, dibawa dokter, kasus polisi, kontrol ulang, rujukan, sewa kamar.",Pendaftaran Rawat Darurat,apa saja pilihan cara masuk pasien,"['pilihan', 'masuk', 'pasien']"
Pendaftaran Rawat Darurat Umum,"Jika pilih rujukan, apa yang perlu diisi?","Asal rujukan, nomor rujukan, tanggal rujukan.",Pendaftaran Rawat Darurat,jika pilih rujukan  apa yang perlu diisi,"['pilih', 'rujukan', 'diisi']"
Pendaftaran Rawat Darurat Umum,Apa itu Diagnosa Awal?,Diagnosa awal wajib diisi sebagai dasar pelayanan medis.,Pendaftaran Rawat Darurat,apa itu diagnosa awal,['diagnosa']
Pendaftaran Rawat Darurat Umum,Bagaimana memilih dokter menangani?,"Pilih dari daftar sesuai jadwal praktik dokter, kuota pasien, unit, dan filter unit jika perlu.",Pendaftaran Rawat Darurat,bagaimana memilih dokter menangani,"['memilih', 'dokter', 'menangani']"
Pendaftaran Rawat Darurat Umum,Bagaimana memilih metode pembayaran?,"Pilih umum, karyawan, asuransi, atau perusahaan. Jika asuransi/perusahaan, isi data polis lengkap.",Pendaftaran Rawat Darurat,bagaimana memilih metode pembayaran,"['memilih', 'metode', 'pembayaran']"
Pendaftaran Rawat Darurat Umum,Apa itu Layanan Paket?,"Opsi tambahan, bila dipilih Ya akan menampilkan layanan paket tersedia.",Pendaftaran Rawat Darurat,apa itu layanan paket,"['layanan', 'paket']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara mencatat biaya pendaftaran?,Sistem mencatat otomatis setelah data lengkap.,Pendaftaran Rawat Darurat,bagaimana cara mencatat biaya pendaftaran,"['mencatat', 'biaya', 'pendaftaran']"
Pendaftaran Rawat Darurat Umum,Apa itu Nota Registrasi?,"Bukti registrasi pasien yang berisi nomor pendaftaran, nomor rekam medis, data pasien, dokter, unit tujuan, dan data petugas.",Pendaftaran Rawat Darurat,apa itu nota registrasi,"['nota', 'registrasi']"
Pendaftaran Rawat Darurat Umum,Bagaimana kode warna antrian pasien?,"Kuning: belum diverifikasi, Hijau: sudah mendaftar, Putih: sedang dilayani, Abu-abu: batal, Merah: dipulangkan, Biru: rujukan, Ungu: check-in JKN.",Pendaftaran Rawat Darurat,bagaimana kode warna antrian pasien,"['kode', 'warna', 'antrian', 'pasien']"
Pendaftaran Rawat Darurat Umum,Fitur apa saja di daftar antrian pasien?,"Edit/verifikasi data pasien, batalkan transaksi, search bar, filter status, refresh data.",Pendaftaran Rawat Darurat,fitur apa saja di daftar antrian pasien,"['fitur', 'daftar', 'antrian', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apa detail yang muncul saat klik pasien di antrian?,"Cetak Nota, ID Card, Stiker/Label, Status Rawat Jalan, CPPT, KYC, SEP, upload dokumen, General Consent, sinkronisasi SATUSEHAT, rekam medis tambahan, SITB, Face Recognition.",Pendaftaran Rawat Darurat,apa detail yang muncul saat klik pasien di antrian,"['detail', 'muncul', 'klik', 'pasien', 'antrian']"
Pendaftaran Rawat Darurat Umum,Apa yang tersimpan di Rekam Medis Elektronik?,"Profil pasien, riwayat kunjungan, alergi, pemeriksaan fisik, SOAP, SOAPIER, ICD-X, operasi, tindakan, terapi, resep, penunjang medis, membership, lampiran, file, SBAR, ADIME, Form ERM, hasil lab.",Pendaftaran Rawat Darurat,apa yang tersimpan di rekam medis elektronik,"['tersimpan', 'rekam', 'medis', 'elektronik']"
Pendaftaran Rawat Darurat Umum,Berapa data yang ditampilkan per halaman?,"Maksimal 34 data per halaman, navigasi tersedia jika lebih.",Pendaftaran Rawat Darurat,berapa data yang ditampilkan per halaman,"['data', 'ditampilkan', 'halaman']"
Pendaftaran Rawat Darurat Umum,Bisa mengurutkan atau memfilter data pasien?,"Ya, sistem menyediakan filter, sort, cetak, atau unduh sesuai kebutuhan.",Pendaftaran Rawat Darurat,bisa mengurutkan atau memfilter data pasien,"['mengurutkan', 'memfilter', 'data', 'pasien']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara pasien mendaftar rawat darurat jika datang sendiri?,Pilih opsi Datang Sendiri pada form cara masuk saat pendaftaran.,Pendaftaran Rawat Darurat,bagaimana cara pasien mendaftar rawat darurat jika datang sendiri,"['pasien', 'mendaftar', 'rawat', 'darurat']"
Pendaftaran Rawat Darurat Umum,Bagaimana jika pasien dibawa dokter?,Pilih opsi Dibawa Dokter dan isi data tambahan sesuai instruksi.,Pendaftaran Rawat Darurat,bagaimana jika pasien dibawa dokter,"['pasien', 'dibawa', 'dokter']"
Pendaftaran Rawat Darurat Umum,Apa yang harus diisi untuk pasien kasus polisi?,Pilih Kasus Polisi pada form cara masuk dan lengkapi data tambahan sesuai prosedur.,Pendaftaran Rawat Darurat,apa yang harus diisi untuk pasien kasus polisi,"['diisi', 'pasien', 'polisi']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara mendaftar pasien rujukan?,"Pilih Rujukan, kemudian isi asal rujukan, nomor rujukan, dan tanggal rujukan.",Pendaftaran Rawat Darurat,bagaimana cara mendaftar pasien rujukan,"['mendaftar', 'pasien', 'rujukan']"
Pendaftaran Rawat Darurat Umum,Apakah semua pasien harus punya nomor ID?,"Ya, NIK/KTP wajib diisi agar pasien bisa terdaftar dalam sistem.",Pendaftaran Rawat Darurat,apakah semua pasien harus punya nomor id,"['pasien', 'nomor', 'id']"
Pendaftaran Rawat Darurat Umum,Bagaimana sistem menampilkan profil pasien?,"Setelah data pasien tersimpan, ringkasan profil pasien akan tampil secara otomatis untuk verifikasi.",Pendaftaran Rawat Darurat,bagaimana sistem menampilkan profil pasien,"['sistem', 'menampilkan', 'profil', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apakah bisa mengubah data pasien setelah disimpan?,"Ya, gunakan fitur Edit/Verifikasi data pasien di daftar antrian.",Pendaftaran Rawat Darurat,apakah bisa mengubah data pasien setelah disimpan,"['mengubah', 'data', 'pasien', 'disimpan']"
Pendaftaran Rawat Darurat Umum,Bagaimana menambahkan lebih dari satu wali pasien?,"Klik Tambah Wali beberapa kali, isi nama dan nomor kontak, pilih status aktif/non-aktif, klik update.",Pendaftaran Rawat Darurat,bagaimana menambahkan lebih dari satu wali pasien,"['wali', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apakah bisa hapus data wali pasien?,"Ya, sistem menyediakan opsi hapus data wali jika ada pembaruan informasi.",Pendaftaran Rawat Darurat,apakah bisa hapus data wali pasien,"['hapus', 'data', 'wali', 'pasien']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara sistem mencatat tanggal dan jam pendaftaran?,Tanggal dan jam otomatis tercatat pada form pendaftaran rawat darurat saat membuka halaman.,Pendaftaran Rawat Darurat,bagaimana cara sistem mencatat tanggal dan jam pendaftaran,"['sistem', 'mencatat', 'tanggal', 'jam', 'pendaftaran']"
Pendaftaran Rawat Darurat Umum,Bagaimana SLA tercatat di sistem?,SLA otomatis tercatat saat pendaftaran pasien masuk ke sistem.,Pendaftaran Rawat Darurat,bagaimana sla tercatat di sistem,"['sla', 'tercatat', 'sistem']"
Pendaftaran Rawat Darurat Umum,Bagaimana memilih dokter untuk pasien BPJS?,"Sistem menampilkan jadwal dokter, kuota BPJS, unit, dan filter unit untuk memudahkan pemilihan.",Pendaftaran Rawat Darurat,bagaimana memilih dokter untuk pasien bpjs,"['memilih', 'dokter', 'pasien', 'bpjs']"
Pendaftaran Rawat Darurat Umum,Bagaimana jika pasien memilih layanan paket?,"Jika dipilih Ya, sistem menampilkan layanan paket yang tersedia untuk dipilih.",Pendaftaran Rawat Darurat,bagaimana jika pasien memilih layanan paket,"['pasien', 'memilih', 'layanan', 'paket']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara sistem menghitung biaya pendaftaran?,"Sistem menghitung otomatis berdasarkan data pasien, jenis layanan, dan metode pembayaran.",Pendaftaran Rawat Darurat,bagaimana cara sistem menghitung biaya pendaftaran,"['sistem', 'menghitung', 'biaya', 'pendaftaran']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara cetak Nota Registrasi?,"Pilih pasien di daftar antrian, klik Cetak Nota Registrasi, lalu cetak atau simpan.",Pendaftaran Rawat Darurat,bagaimana cara cetak nota registrasi,"['cetak', 'nota', 'registrasi']"
Pendaftaran Rawat Darurat Umum,Apakah ID Card pasien harus dicetak?,"Tidak wajib, bisa dicetak dengan opsi biaya kartu ditagihkan atau tidak.",Pendaftaran Rawat Darurat,apakah id card pasien harus dicetak,"['id', 'card', 'pasien', 'dicetak']"
Pendaftaran Rawat Darurat Umum,Apa yang ditampilkan di stiker dan label pasien?,"Nama pasien, nomor rekam medis, kode unit, dan informasi penting lainnya.",Pendaftaran Rawat Darurat,apa yang ditampilkan di stiker dan label pasien,"['ditampilkan', 'stiker', 'label', 'pasien']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara mencetak ringkasan status rawat jalan?,"Klik pasien di antrian, pilih Cetak Status Rawat Jalan, sistem menampilkan ringkasan profil pasien.",Pendaftaran Rawat Darurat,bagaimana cara mencetak ringkasan status rawat jalan,"['mencetak', 'ringkasan', 'status', 'rawat', 'jalan']"
Pendaftaran Rawat Darurat Umum,Apa itu CPPT?,"Catatan Perkembangan Pasien Terintegrasi berisi dokumentasi medis dokter, perawat, gizi, dan komunikasi antar tenaga kesehatan.",Pendaftaran Rawat Darurat,apa itu cppt,['cppt']
Pendaftaran Rawat Darurat Umum,Bagaimana sistem memverifikasi pasien dengan SATUSEHAT?,Gunakan fitur KYC/SATUSEHAT untuk sinkronisasi data pasien ke sistem nasional.,Pendaftaran Rawat Darurat,bagaimana sistem memverifikasi pasien dengan satusehat,"['sistem', 'memverifikasi', 'pasien', 'satusehat']"
Pendaftaran Rawat Darurat Umum,Bagaimana cara input Nomor SEP pasien BPJS?,"Jika pasien BPJS, sistem menampilkan form Nomor SEP untuk diisi sesuai data BPJS.",Pendaftaran Rawat Darurat,bagaimana cara input nomor sep pasien bpjs,"['input', 'nomor', 'sep', 'pasien', 'bpjs']"
Pendaftaran Rawat Darurat Umum,Bagaimana upload dokumen tambahan pasien?,"Klik menu Upload Dokumen, pilih file sesuai format yang diizinkan, lalu simpan.",Pendaftaran Rawat Darurat,bagaimana upload dokumen tambahan pasien,"['upload', 'dokumen', 'tambahan', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apa itu General Consent?,"Persetujuan umum rawat jalan berisi hak, kewajiban, tata tertib pasien, dan persetujuan pelepasan informasi medis.",Pendaftaran Rawat Darurat,apa itu general consent,"['general', 'consent']"
Pendaftaran Rawat Darurat Umum,Bagaimana form rekam medis tambahan digunakan?,"Untuk DPJP, ringkasan keluar-masuk, permintaan fisioterapi, atau dokumentasi tambahan pasien.",Pendaftaran Rawat Darurat,bagaimana form rekam medis tambahan digunakan,"['form', 'rekam', 'medis', 'tambahan']"
Pendaftaran Rawat Darurat Umum,Apa itu SITB?,"Skrining Batuk (TBC) untuk pencegahan penularan, form gejala TBC wajib diisi jika diperlukan.",Pendaftaran Rawat Darurat,apa itu sitb,['sitb']
Pendaftaran Rawat Darurat Umum,Bagaimana face recognition membantu pendaftaran?,Validasi identitas pasien melalui biometrik untuk memastikan data benar dan akurat.,Pendaftaran Rawat Darurat,bagaimana face recognition membantu pendaftaran,"['face', 'recognition', 'membantu', 'pendaftaran']"
Pendaftaran Rawat Darurat Umum,Bagaimana melihat riwayat kunjungan pasien?,Semua riwayat kunjungan tersimpan di tab Rekam Medis Elektronik dan dapat difilter/urutkan.,Pendaftaran Rawat Darurat,bagaimana melihat riwayat kunjungan pasien,"['riwayat', 'kunjungan', 'pasien']"
Pendaftaran Rawat Darurat Umum,Apakah pasien bisa lihat hasil lab?,"Ya, hasil lab tersimpan di Rekam Medis Elektronik dan bisa dicetak atau diunduh.",Pendaftaran Rawat Darurat,apakah pasien bisa lihat hasil lab,"['pasien', 'lihat', 'hasil', 'lab']"
Pendaftaran Rawat Darurat Umum,Bisa mengurutkan data pasien berdasarkan tanggal?,"Ya, sistem menyediakan opsi sort dan filter sesuai kebutuhan.",Pendaftaran Rawat Darurat,bisa mengurutkan data pasien berdasarkan tanggal,"['mengurutkan', 'data', 'pasien', 'berdasarkan', 'tanggal']"
Pendaftaran Rawat Darurat Umum,Bagaimana navigasi jika data lebih dari 34 pasien?,"Gunakan tombol navigasi halaman, total data ditampilkan di kanan bawah.",Pendaftaran Rawat Darurat,bagaimana navigasi jika data lebih dari 34 pasien,"['navigasi', 'data', '34', 'pasien']"
Variasi Pasien Baru,Bagaimana cara menambahkan pasien baru tanpa foto?,"Foto pasien bersifat opsional, bisa langsung simpan data pasien tanpa mengunggah foto.",Pendaftaran Rawat Darurat,bagaimana cara menambahkan pasien baru tanpa foto,"['pasien', 'foto']"
