intent,question,answer,label
Pendaftaran Rawat Darurat Umum,Apakah bisa mengubah data pasien setelah disimpan?,"Ya, gunakan fitur Edit/Verifikasi data pasien di daftar antrian.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana menambahkan lebih dari satu wali pasien?,"Klik Tambah Wali beberapa kali, isi nama dan nomor kontak, pilih status aktif/non-aktif, klik update.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apakah bisa hapus data wali pasien?,"Ya, sistem menyediakan opsi hapus data wali jika ada pembaruan informasi.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana cara sistem mencatat tanggal dan jam pendaftaran?,Tanggal dan jam otomatis tercatat pada form pendaftaran rawat darurat saat membuka halaman.,Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana SLA tercatat di sistem?,SLA otomatis tercatat saat pendaftaran pasien masuk ke sistem.,Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana memilih dokter untuk pasien BPJS?,"Sistem menampilkan jadwal dokter, kuota BPJS, unit, dan filter unit untuk memudahkan pemilihan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana jika pasien memilih layanan paket?,"Jika dipilih “Ya”, sistem menampilkan layanan paket yang tersedia untuk dipilih.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana cara sistem menghitung biaya pendaftaran?,"Sistem menghitung otomatis berdasarkan data pasien, jenis layanan, dan metode pembayaran.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana cara cetak Nota Registrasi?,"Pilih pasien di daftar antrian, klik Cetak Nota Registrasi, lalu cetak atau simpan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apakah ID Card pasien harus dicetak?,"Tidak wajib, bisa dicetak dengan opsi biaya kartu ditagihkan atau tidak.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apa yang ditampilkan di stiker dan label pasien?,"Nama pasien, nomor rekam medis, kode unit, dan informasi penting lainnya.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana cara mencetak ringkasan status rawat jalan?,"Klik pasien di antrian, pilih Cetak Status Rawat Jalan, sistem menampilkan ringkasan profil pasien.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apa itu CPPT?,"Catatan Perkembangan Pasien Terintegrasi berisi dokumentasi medis dokter, perawat, gizi, dan komunikasi antar tenaga kesehatan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana sistem memverifikasi pasien dengan SATUSEHAT?,Gunakan fitur KYC/SATUSEHAT untuk sinkronisasi data pasien ke sistem nasional.,Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana cara input Nomor SEP pasien BPJS?,"Jika pasien BPJS, sistem menampilkan form Nomor SEP untuk diisi sesuai data BPJS.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana upload dokumen tambahan pasien?,"Klik menu Upload Dokumen, pilih file sesuai format yang diizinkan, lalu simpan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apa itu General Consent?,"Persetujuan umum rawat jalan berisi hak, kewajiban, tata tertib pasien, dan persetujuan pelepasan informasi medis.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana form rekam medis tambahan digunakan?,"Untuk DPJP, ringkasan keluar-masuk, permintaan fisioterapi, atau dokumentasi tambahan pasien.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apa itu SITB?,"Skrining Batuk (TBC) untuk pencegahan penularan, form gejala TBC wajib diisi jika diperlukan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana face recognition membantu pendaftaran?,Validasi identitas pasien melalui biometrik untuk memastikan data benar dan akurat.,Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana melihat riwayat kunjungan pasien?,Semua riwayat kunjungan tersimpan di tab Rekam Medis Elektronik dan dapat difilter/urutkan.,Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Apakah pasien bisa lihat hasil lab?,"Ya, hasil lab tersimpan di Rekam Medis Elektronik dan bisa dicetak atau diunduh.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bisa mengurutkan data pasien berdasarkan tanggal?,"Ya, sistem menyediakan opsi sort dan filter sesuai kebutuhan.",Pendaftaran Rawat Darurat
Pendaftaran Rawat Darurat Umum,Bagaimana navigasi jika data lebih dari 34 pasien?,"Gunakan tombol navigasi halaman, total data ditampilkan di kanan bawah.",Pendaftaran Rawat Darurat
Variasi Pasien Baru,Bagaimana cara menambahkan pasien baru tanpa foto?,"Foto pasien bersifat opsional, bisa langsung simpan data pasien tanpa mengunggah foto.",Pendaftaran Rawat Darurat
Variasi Pasien Baru,Apakah alamat pasien wajib diisi?,"Tidak wajib, namun jika diisi bisa memudahkan proses administrasi dan penentuan unit pelayanan.",Pendaftaran Rawat Darurat
Variasi Pasien Baru,Bisa pakai alamat sama dengan wali?,"Ya, ada opsi Sama dengan Wali untuk otomatis menyalin alamat wali ke alamat pasien.",Pendaftaran Rawat Darurat
Variasi Layanan,Bagaimana cara mendaftar pasien PRB?,Pilih jenis layanan PRB pada form pasien baru untuk pasien penyakit kronis stabil.,Pendaftaran Rawat Darurat
Variasi Layanan,Apa itu layanan PRB-Prolanis?,"Pasien yang terdaftar di kedua program sekaligus, otomatis mengikuti alur kedua layanan.",Pendaftaran Rawat Darurat
Variasi Layanan,Bagaimana mendaftar pasien Non-Kronis?,Pilih Non-Kronis pada jenis layanan untuk pasien umum tanpa penyakit kronis.,Pendaftaran Rawat Darurat
Variasi Data Wali,Bagaimana menandai wali aktif atau tidak aktif?,"Gunakan checkbox pada form wali, pilih aktif atau non-aktif sesuai status wali.",Pendaftaran Rawat Darurat
Variasi Data Wali,Bisa menambahkan lebih dari satu wali?,"Ya, klik Tambah Wali beberapa kali dan isi data masing-masing wali.",Pendaftaran Rawat Darurat
Variasi Data Wali,Bagaimana menghapus data wali?,"Pilih wali yang ingin dihapus, klik tombol hapus, sistem akan menghapus data tersebut.",Pendaftaran Rawat Darurat
Variasi Diagnosa,Diagnosa awal wajib diisi atau tidak?,"Ya, diagnosa awal wajib diisi sebagai dasar pelayanan medis.",Pendaftaran Rawat Darurat
Variasi Diagnosa,Bagaimana memilih dokter yang menangani pasien?,"Pilih dokter sesuai jadwal praktik, unit, dan kuota pasien yang tersedia di sistem.",Pendaftaran Rawat Darurat
Variasi Diagnosa,Apakah bisa memfilter dokter berdasarkan unit?,"Ya, ada filter unit untuk memudahkan pencarian dokter sesuai poli.",Pendaftaran Rawat Darurat
Variasi Pembayaran,Bagaimana memilih metode pembayaran pasien umum?,"Pilih Umum pada form pembayaran, biaya akan tercatat otomatis.",Pendaftaran Rawat Darurat
Variasi Pembayaran,Apa yang harus diisi jika pasien pakai asuransi?,"Masukkan nama perusahaan asuransi, nomor polis, tanggal kadaluarsa, kelas, dan penjamin pembayar.",Pendaftaran Rawat Darurat
Variasi Bukti Registrasi,Bagaimana mendapatkan bukti registrasi pasien?,"Setelah pendaftaran selesai, sistem otomatis menghasilkan Nota Registrasi.",Pendaftaran Rawat Darurat
Variasi Bukti Registrasi,Apakah bukti registrasi bisa dicetak?,"Ya, bisa dicetak dan diberikan kepada pasien sebagai bukti resmi.",Pendaftaran Rawat Darurat
Variasi Antrian,Bagaimana cara mengetahui pasien sudah diverifikasi?,"Cek kode warna Kuning = belum diverifikasi, Hijau = sudah mendaftar.",Pendaftaran Rawat Darurat
Variasi Antrian,Bagaimana menandai pasien batal atau sudah dipulangkan?,"Kode warna Abu-abu = batal, Merah = sudah dipulangkan.",Pendaftaran Rawat Darurat
Variasi Antrian,Bagaimana menandai pasien rujukan atau check-in JKN?,"Biru = pasien rujukan, Ungu = pasien check-in JKN.",Pendaftaran Rawat Darurat
Variasi Antrian,Bagaimana cara refresh daftar antrian pasien?,Klik tombol Refresh untuk memperbarui data real-time.,Pendaftaran Rawat Darurat
 Variasi Pencarian,Bisa mencari pasien dengan NIK atau nama?,"Ya, gunakan search bar, bisa mencari berdasarkan nama, NIK, nomor RM, atau data lain.",Pendaftaran Rawat Darurat
 Variasi Filtering,Bagaimana filter pasien yang sedang dilayani?,Gunakan filter Status Pasien ? Sedang Dilayani untuk menampilkan data yang sesuai.,Pendaftaran Rawat Darurat
 Variasi Filtering,Bisa filter pasien yang menggunakan BPJS?,"Ya, filter dapat mengelompokkan pasien berdasarkan status penjamin, termasuk BPJS.",Pendaftaran Rawat Darurat
 Variasi Cetak Dokumen,Bagaimana cetak ID Card pasien?,"Pilih pasien di daftar antrian, klik Cetak ID Card, pilih opsi biaya kartu ditagihkan atau tidak.",Pendaftaran Rawat Darurat
 Variasi Cetak Dokumen,Bisa cetak stiker pasien?,"Ya, klik Cetak Stiker, sistem akan menyiapkan stiker dengan informasi pasien.",Pendaftaran Rawat Darurat
 Variasi Cetak Dokumen,Bagaimana cetak label pasien?,"Pilih pasien, klik Cetak Label, label akan muncul sesuai format sistem.",Pendaftaran Rawat Darurat
 Variasi Rekam Medis,Bagaimana melihat riwayat penyakit pasien?,"Semua data tersimpan di tab Rekam Medis Elektronik, bisa diurutkan atau difilter.",Pendaftaran Rawat Darurat
 Variasi Rekam Medis,Bagaimana melihat hasil laboratorium Prodia?,"Hasil lab tersimpan di tab Rekam Medis Elektronik, bisa dicetak atau diunduh.",Pendaftaran Rawat Darurat
 Variasi Rekam Medis,Apa itu ADIME dan SBAR?,"ADIME ? dokumentasi gizi, SBAR ? komunikasi antar tenaga kesehatan, keduanya tersimpan di Rekam Medis Elektronik.",Pendaftaran Rawat Darurat
 Variasi Paging,Bagaimana jika ada lebih dari 34 pasien?,"Gunakan tombol navigasi halaman, total data ditampilkan di kanan bawah.",Pendaftaran Rawat Darurat
 Variasi Paging,Bisa ubah jumlah pasien per halaman?,"Sistem menampilkan maksimal 34 pasien per halaman, jumlah default tidak bisa diubah.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data pasien baru tidak muncul di daftar, apa yang harus dilakukan?",Klik tombol Refresh untuk memperbarui daftar pasien.,Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Form pasien baru sudah diisi tapi tidak tersimpan, kenapa?","Pastikan semua field wajib (*) telah diisi, lalu klik Daftarkan.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Tombol Daftarkan tidak aktif, bagaimana solusinya?","Periksa kembali data wajib, pastikan diagnosa awal dan metode pembayaran telah dipilih.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Refresh data tidak menampilkan pasien terbaru, apa penyebabnya?","Bisa karena koneksi jaringan atau server lambat, coba tunggu beberapa detik lalu klik Refresh lagi.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data pasien ganda muncul, bagaimana menanganinya?","Periksa nomor ID (NIK/KTP), jika duplikat hapus entri yang salah.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Foto pasien gagal diunggah, apa yang harus dilakukan?","Pastikan ukuran foto ?1 MB dan format sesuai (JPG/PNG), lalu coba unggah lagi.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Tidak bisa memilih dokter, kenapa?","Pastikan unit dan jadwal dokter tersedia, dan kuota pasien belum penuh.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Nomor SEP tidak muncul untuk pasien BPJS, apa solusinya?",Periksa kembali status penjamin dan koneksi ke sistem SATUSEHAT.,Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Cetak nota registrasi tidak keluar, bagaimana mengatasinya?","Pastikan printer terhubung, pilih pasien yang benar, dan klik Cetak Nota Registrasi.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Label atau stiker pasien tidak tercetak?,"Pastikan printer siap, pilih pasien yang benar, cek setting ukuran kertas, lalu klik Cetak Label/Stiker.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data wali tidak tersimpan, apa yang salah?","Pastikan nama dan nomor kontak wali diisi, lalu klik Update.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data rujukan tidak muncul, bagaimana cara memperbaikinya?","Pastikan asal rujukan, nomor, dan tanggal diisi dengan benar.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Sistem lambat menampilkan antrian pasien, apa penyebabnya?","Bisa karena banyak data yang diproses, coba refresh atau tunggu beberapa saat.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Tidak bisa filter pasien berdasarkan status, apa solusinya?","Pastikan filter dipilih dengan benar, klik Apply atau refresh jika perlu.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Data pembayaran asuransi tidak muncul?,"Periksa kembali input data polis: perusahaan, nomor, tanggal kadaluarsa, dan kelas.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Face Recognition gagal mendeteksi pasien, apa yang dilakukan?","Pastikan wajah pasien terlihat jelas, cahaya cukup, dan kamera berfungsi.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Tidak bisa mengunggah dokumen tambahan pasien?,"Periksa ukuran file dan format, pastikan sesuai ketentuan sistem.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Rekam medis tidak muncul di tab RM elektronik, kenapa?","Bisa karena data belum tersimpan sepenuhnya, klik Refresh atau cek koneksi sistem.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Paging data tidak berjalan, pasien lebih dari 34 tidak muncul?","Gunakan tombol navigasi halaman di bawah daftar pasien, pastikan tidak ada filter aktif yang membatasi tampilan.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Status pasien tetap kuning meskipun sudah diverifikasi, kenapa?","Pastikan update data pasien telah disimpan, lalu refresh daftar antrian.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Bagaimana jika pasien baru sudah diisi tapi tidak muncul di daftar?,Klik tombol Refresh untuk memperbarui daftar pasien.,Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Formulir pasien baru sudah lengkap tapi tombol Daftarkan tetap tidak aktif, kenapa?",Pastikan semua field wajib (*) telah diisi termasuk diagnosa awal dan metode pembayaran.,Pendaftaran Rawat Darurat
 Error / Troubleshooting,Bagaimana cara menghapus pasien yang salah masuk daftar?,"Pilih pasien yang dimaksud, klik Batalkan Transaksi atau hapus entri duplikat.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Foto pasien gagal diunggah, apa solusinya?","Pastikan ukuran foto ?1 MB, format JPG/PNG, lalu unggah kembali.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Dokter tidak bisa dipilih di form pendaftaran, apa penyebabnya?","Periksa jadwal dokter dan kuota pasien. Jika penuh, pilih dokter lain atau tunggu kuota tersedia.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Nomor SEP tidak muncul untuk pasien BPJS, bagaimana mengatasinya?","Periksa status penjamin dan koneksi ke sistem SATUSEHAT, lalu refresh halaman.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Cetak nota registrasi tidak keluar, apa yang harus dilakukan?","Pastikan printer aktif, pilih pasien yang benar, lalu klik Cetak Nota Registrasi.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Stiker dan label pasien tidak tercetak?,"Pastikan printer siap, ukuran kertas sesuai, lalu klik Cetak Label/Stiker.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data wali pasien tidak tersimpan, bagaimana caranya?","Pastikan nama dan nomor kontak wali terisi, lalu klik Update.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Rujukan pasien tidak muncul di sistem?,"Pastikan asal rujukan, nomor, dan tanggal rujukan diisi dengan benar, kemudian refresh daftar.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Sistem lambat menampilkan daftar pasien, kenapa?",Bisa karena banyak data diproses. Tunggu beberapa detik lalu klik Refresh.,Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Filter status pasien tidak bekerja, bagaimana solusinya?","Pastikan filter dipilih benar, klik Apply, atau refresh halaman.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Data pembayaran asuransi tidak muncul, apa yang harus dicek?","Periksa input data polis: perusahaan, nomor, tanggal kadaluarsa, kelas, dan penjamin.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Face Recognition gagal mengenali pasien?,"Pastikan wajah terlihat jelas, cahaya cukup, dan kamera berfungsi baik.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Dokumen tambahan pasien gagal diunggah, apa solusinya?","Periksa ukuran file dan format sesuai ketentuan, lalu unggah ulang.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Data rekam medis tidak muncul di tab RM elektronik?,"Bisa karena data belum tersimpan, klik Refresh atau cek koneksi sistem.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Paging data tidak menampilkan pasien >34?,"Gunakan tombol navigasi halaman, pastikan tidak ada filter yang membatasi tampilan.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Status pasien tetap kuning padahal sudah diverifikasi, kenapa?","Pastikan update data pasien telah disimpan, lalu klik Refresh.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,Bagaimana jika form PRB-Prolanis tidak bisa dipilih?,"Pastikan pasien memang terdaftar di kedua program, jika tidak, pilih salah satu yang sesuai.",Pendaftaran Rawat Darurat
 Error / Troubleshooting,"Tidak bisa memilih layanan paket, apa yang harus dilakukan?",Pastikan opsi paket tersedia untuk unit pelayanan yang dipilih.,Pendaftaran Rawat Darurat
 Form Pasien Baru,Apa saja data wajib yang harus diisi saat mendaftar pasien baru?,"Nama, Nomor ID (NIK), Tanggal Lahir/Umur, Jenis Kelamin, Golongan Darah, Nomor HP.",Pendaftaran Rawat Darurat
 Form Pasien Baru,"Form pasien baru tidak bisa disimpan, kenapa?","Pastikan semua field wajib (*) telah diisi, termasuk diagnosa awal dan metode pembayaran.",Pendaftaran Rawat Darurat
 Form Pasien Baru,Apakah foto pasien wajib diunggah?,"Tidak wajib, maksimal ukuran file 1 MB.",Pendaftaran Rawat Darurat
 Form Pasien Baru,"Bagaimana memilih jenis layanan PRB, Prolanis, PRB-Prolanis, atau Non-Kronis?","Pilih sesuai kondisi pasien: PRB untuk pasien kronis stabil, Prolanis untuk pemantauan kronis, PRB-Prolanis jika keduanya, Non-Kronis untuk pasien umum.",Pendaftaran Rawat Darurat
Form Alamat,Bagaimana cara mengisi alamat pasien?,"Isi alamat lengkap, negara, provinsi, kota, kecamatan, kelurahan, RT/RW, kode pos. Bisa pilih “sama dengan wali” jika sama.",Pendaftaran Rawat Darurat
Form Alamat,"Alamat pasien tidak muncul di form, bagaimana mengatasinya?",Pastikan input field terisi lengkap dan klik Update/Refresh jika perlu.,Pendaftaran Rawat Darurat
Data Wali,Berapa jumlah wali yang bisa ditambahkan?,"Bisa lebih dari satu, tiap wali memiliki status aktif atau tidak aktif.",Pendaftaran Rawat Darurat
Data Wali,Bagaimana menghapus data wali pasien?,Pilih wali yang ingin dihapus lalu klik Hapus.,Pendaftaran Rawat Darurat
Data Wali,"Data wali tidak tersimpan, kenapa?","Pastikan nama dan nomor kontak terisi, kemudian klik Update.",Pendaftaran Rawat Darurat
 Catatan Khusus,Apa fungsi kolom catatan khusus?,Untuk mencatat kondisi atau informasi tambahan mengenai pasien.,Pendaftaran Rawat Darurat
Form Pendaftaran,Bagaimana cara masuk pasien di rawat darurat?,"Pilih dari dropdown: datang sendiri, dibawa dokter, kasus polisi, kontrol ulang, rujukan, sewa kamar.",Pendaftaran Rawat Darurat
Form Pendaftaran,Apa yang harus diisi saat pasien datang dari rujukan?,"Masukkan asal rujukan, nomor, dan tanggal rujukan.",Pendaftaran Rawat Darurat
